year,female_id,offspring_year_fem,age_fem,inbreed_coef,first_nest,last_nest,breed_dur,terr_qual,dens_fem,dens_pop
1986,125158938,0,2,0,97,176,79,0.031284,61,155
1994,145120449,0,2,0.305206299,106,169,63,0.031295,52,181
2005,176124292,6,2,0.051881552,88,166,78,0.031569,27,151
2007,196195812,6,2,0,101,149,48,0.032215,20,93
2002,172168043,3,2,0,105,146,41,0.034809,26,102
2005,176124417,3,2,0.053376436,95,154,59,0.034906,27,151
2007,176124828,5,2,0.067623034,107,154,47,0.035001,20,93
2003,172168084,2,2,0,102,176,74,0.03503,27,105
2009,226189116,2,2,0.008697897,112,176,64,0.035509,22,83
2007,176124872,4,2,0,98,160,62,0.036388,20,93
2002,172168004,0,2,0.10655117,110,141,31,0.037016,26,102
2006,176124499,4,2,0.034362599,115,169,54,0.037448,34,89
2005,176124382,5,2,0.068968773,108,136,28,0.037497,27,151
1991,142169558,4,2,0,93,172,79,0.038114,28,100
2003,176124026,4,2,0.085006833,106,147,41,0.038616,27,105
2009,226189060,6,2,0.138352355,112,152,40,0.041874,22,83
1985,125158807,4,2,0,93,190,97,0.04332,71,214
2009,226189028,1,2,0.097623958,114,161,47,0.043438,22,83
2009,226189007,8,2,0.043139982,107,153,46,0.04656,22,83
1987,125159412,1,2,0.015625,105,145,40,0.046579,58,187
1991,150154533,4,2,0.047851563,101,178,77,0.047533,28,100
2007,146130794,3,2,0.033618927,97,137,40,0.05323,20,93
2002,146130794,5,2,0.033618927,101,163,62,0.05323,26,102
2006,176124629,4,2,0,103,149,46,0.058876,34,89
2006,176124552,3,2,0.049155414,115,152,37,0.063319,34,89
2006,176124650,6,2,0.045740783,105,149,44,0.06417,34,89
2009,226189045,6,2,0.060868696,109,151,42,0.067628,22,83
1988,135102369,7,2,0.001953125,108,148,40,0.106418,53,157
1979,117174307,0,3,0,123,123,0,0.001924,65,128
1985,125158717,4,3,0,101,151,50,0.00567,71,214
1988,125159428,1,3,0,119,146,27,0.006528,53,157
1994,142169699,0,3,0.022460938,120,167,47,0.006696,52,181
1986,125158835,0,3,0.25,139,139,0,0.007703,61,155
1979,117174342,2,3,0,99,135,36,0.008841,65,128
1979,109137460,2,3,0,113,138,25,0.009328,65,128
2009,224130466,1,3,0.104745446,101,101,0,0.009498,22,83
1985,125158775,1,3,0,126,126,0,0.009725,71,214
1985,125160281,4,3,0,98,162,64,0.0106,71,214
1986,125158819,1,3,0,129,141,12,0.01089,61,155
1985,125158747,0,3,0,130,170,40,0.010992,71,214
1984,125160184,0,3,0,92,92,0,0.011213,53,231
1979,109137462,2,3,0,99,161,62,0.011225,65,128
1996,150159249,3,3,0.048492432,114,144,30,0.011396,46,155
1997,146164129,5,3,0.040802002,113,186,73,0.01261,41,197
1988,125159486,2,3,0.25,128,167,39,0.012709,53,157
1984,125160206,6,3,0,98,142,44,0.012731,53,231
1986,125158828,1,3,0.03125,122,165,43,0.013156,61,155
1988,125159476,3,3,0,111,149,38,0.013319,53,157
1998,145162137,2,3,0.038612366,105,154,49,0.013625,31,130
1987,125159107,0,3,0,93,138,45,0.014347,58,187
1995,143173590,5,3,0.02116394,97,139,42,0.014354,41,217
1985,125158751,3,3,0,96,160,64,0.015556,71,214
1979,117174301,2,3,0,110,145,35,0.01556,65,128
1998,145162149,5,3,0.065612793,97,170,73,0.015795,31,130
1996,150159220,2,3,0.15215683,114,142,28,0.01596,46,155
1997,146164061,3,3,0.010742188,111,156,45,0.016071,41,197
1995,143173594,5,3,0.078613281,108,148,40,0.016132,41,217
1979,109137437,2,3,0,115,152,37,0.01649,65,128
1996,150159267,0,3,0.211364746,115,132,17,0.016673,46,155
1998,146164290,1,3,0.112068176,113,163,50,0.016878,31,130
2000,146130348,2,3,0.03352356,100,169,69,0.016946,15,69
1988,125159500,1,3,0,116,162,46,0.01706,53,157
1979,117174326,2,3,0,109,142,33,0.017304,65,128
1997,146164109,9,3,0.023330688,99,180,81,0.017606,41,197
2010,226189046,6,3,0.060868696,101,169,68,0.018379,32,191
1987,125159151,0,3,0.15625,112,112,0,0.019397,58,187
1979,109137472,3,3,0,99,99,0,0.01946,65,128
1988,125159471,2,3,0.01953125,106,178,72,0.019568,53,157
1984,125160182,0,3,0,129,129,0,0.019596,53,231
1979,117174318,2,3,0,113,161,48,0.02065,65,128
1979,117174308,1,3,0,109,109,0,0.020674,65,128
1998,146164278,1,3,0.030487061,81,125,44,0.021074,31,130
1988,135102073,0,3,0,161,161,0,0.021087,53,157
1994,142169626,2,3,0,124,169,45,0.021998,52,181
2000,145162452,5,3,0.055015564,91,164,73,0.022012,15,69
1979,109137498,1,3,0,153,153,0,0.022454,65,128
1992,142169535,4,3,0.022949219,79,146,67,0.023136,41,178
1998,145162037,2,3,0.061889648,92,154,62,0.024175,31,130
2005,172168329,4,3,0.052678347,102,135,33,0.024266,27,151
1993,150147166,2,3,0.02734375,101,140,39,0.025457,42,163
1988,125159457,4,3,0,104,161,57,0.025725,53,157
2002,146130772,3,3,0.114452362,104,148,44,0.031258,26,102
1995,145120449,6,3,0.305206299,100,160,60,0.031295,41,217
2006,176124292,4,3,0.051881552,113,152,39,0.031569,34,89
2003,172168043,3,3,0,103,141,38,0.034809,27,105
2006,176124417,5,3,0.053376436,117,147,30,0.034906,34,89
2008,176124828,0,3,0.067623034,112,170,58,0.035001,33,114
1988,135102071,3,3,0.0625,99,140,41,0.035169,53,157
2003,172168004,2,3,0.10655117,111,149,38,0.037016,27,105
2007,176124499,6,3,0.034362599,96,158,62,0.037448,20,93
2006,176124382,5,3,0.068968773,120,162,42,0.037497,34,89
2004,176124026,3,3,0.085006833,105,105,0,0.038616,16,86
2010,226189060,7,3,0.138352355,87,164,77,0.041874,32,191
1986,125158807,1,3,0,113,145,32,0.04332,61,155
2010,226189028,1,3,0.097623958,101,130,29,0.043438,32,191
1992,150154533,3,3,0.047851563,81,130,49,0.047533,41,178
2010,226189045,2,3,0.060868696,150,150,0,0.067628,32,191
1989,135102369,8,3,0.001953125,102,176,74,0.106418,4,20
1986,125159363,1,3,0,120,186,66,0.005927,61,155
1996,146164032,2,3,0.074737549,109,141,32,0.008777,46,155
1994,142169677,3,3,0.006469727,101,146,45,0.009296,52,181
1996,146164001,4,3,0.051055908,105,165,60,0.009395,46,155
1985,125160300,4,3,0,99,157,58,0.00982,71,214
1985,125160290,0,3,0,126,159,33,0.010271,71,214
1986,125159381,2,3,0,109,155,46,0.011293,61,155
1995,145120406,2,3,0.139297485,115,152,37,0.011456,41,217
1996,150159291,3,3,0.106719971,103,166,63,0.011555,46,155
1985,125160291,3,3,0,113,160,47,0.012319,71,214
1986,125159355,0,3,0,119,165,46,0.013365,61,155
1986,125159398,1,3,0.0078125,103,166,63,0.013436,61,155
1993,150147167,4,3,0.02734375,102,169,67,0.016301,42,163
1986,125158869,1,3,0,114,136,22,0.016449,61,155
1985,125160279,0,3,0,132,156,24,0.016685,71,214
1984,125160216,2,3,0,94,166,72,0.016752,53,231
1994,142169696,5,3,0.032226563,107,145,38,0.016789,52,181
1996,150159289,1,3,0.083236694,99,131,32,0.01768,46,155
1995,145120429,5,3,0.044921875,98,156,58,0.017908,41,217
1994,145120644,0,3,0.006469727,105,168,63,0.018006,52,181
1997,146164182,5,3,0.06678772,120,160,40,0.018225,41,197
1984,125160177,3,3,0,102,168,66,0.019281,53,231
1996,150159244,2,3,0,126,160,34,0.019286,46,155
1995,143173318,6,3,0,96,154,58,0.019294,41,217
1996,150159271,5,3,0.074737549,94,189,95,0.01956,46,155
1995,145120455,7,3,0.040802002,86,152,66,0.019637,41,217
1984,125160194,2,3,0,87,162,75,0.019709,53,231
1994,142169630,1,3,0.211364746,104,142,38,0.019824,52,181
1986,125158853,1,3,0.0625,127,127,0,0.019906,61,155
1986,125158900,2,3,0,111,156,45,0.020031,61,155
2005,176124151,7,3,0.067552209,85,179,94,0.020515,27,151
1986,125159207,1,3,0.25,116,190,74,0.02127,61,155
1987,125158917,0,3,0.03515625,90,176,86,0.021823,58,187
1993,150147165,1,3,0.02734375,105,165,60,0.021956,42,163
2002,146130789,2,3,0.10655117,118,133,15,0.022483,26,102
1995,143173570,7,3,0,96,136,40,0.023128,41,217
1986,125159230,3,3,0,100,172,72,0.023211,61,155
2004,176124111,3,3,0,94,166,72,0.023516,16,86
1995,143173553,4,3,0,100,158,58,0.023731,41,217
1993,150156911,3,3,0.02734375,112,150,38,0.023743,42,163
1993,150156902,2,3,0.14855957,101,168,67,0.024249,42,163
2008,176124868,2,3,0.112075567,110,146,36,0.024266,33,114
2000,145162402,5,3,0.071974277,96,140,44,0.02436,15,69
1997,146164145,5,3,0.110004425,108,142,34,0.025098,41,197
1995,143173306,5,3,0.048858643,96,138,42,0.025579,41,217
2000,146130301,2,3,0.074457169,98,143,45,0.026065,15,69
1985,125158763,1,3,0,98,161,63,0.026144,71,214
1987,125158953,0,3,0,110,152,42,0.026307,58,187
1999,145162225,4,3,0.013427734,119,145,26,0.026925,14,60
1995,143173551,6,3,0.152160645,103,145,42,0.027309,41,217
1999,145162315,2,3,0.093849182,133,162,29,0.028096,14,60
2010,226189123,2,3,0.08497406,84,165,81,0.028418,32,191
2008,176124883,0,3,0.066262179,100,145,45,0.03043,33,114
1994,145120621,0,3,0.14855957,104,174,70,0.030544,52,181
2004,172168057,4,3,0.080468178,101,153,52,0.030559,16,86
1992,142169559,5,3,0,79,165,86,0.031178,41,178
1987,125158938,2,3,0,93,135,42,0.031284,58,187
2008,196195812,4,3,0,99,179,80,0.032215,33,114
2004,172168084,6,3,0,94,155,61,0.03503,16,86
2010,226189116,5,3,0.008697897,95,141,46,0.035509,32,191
2008,176124872,5,3,0,101,139,38,0.036388,33,114
1992,142169558,3,3,0,72,159,87,0.038114,41,178
2010,226189007,7,3,0.043139982,91,133,42,0.04656,32,191
1988,125159412,0,3,0.015625,112,157,45,0.046579,53,157
2003,146130794,4,3,0.033618927,101,148,47,0.05323,27,105
2007,176124629,5,3,0,106,153,47,0.058876,20,93
2007,176124552,5,3,0.049155414,95,173,78,0.063319,20,93
2007,176124650,5,3,0.045740783,95,165,70,0.06417,20,93
1988,125159199,0,4,0,109,109,0,0.006617,53,157
1988,125158954,0,4,0,114,154,40,0.006832,53,157
1988,125158988,1,4,0,126,155,29,0.007667,53,157
1988,125159133,6,4,0,102,141,39,0.008033,53,157
1997,146164032,2,4,0.074737549,110,157,47,0.008777,41,197
1986,125160300,0,4,0,108,170,62,0.00982,61,155
1988,125159105,0,4,0,100,100,0,0.010931,53,157
1997,150159291,6,4,0.106719971,105,150,45,0.011555,41,197
1988,125159241,2,4,0.0078125,115,149,34,0.012518,53,157
1988,125159239,4,4,0,104,170,66,0.01258,53,157
1988,125159114,4,4,0.001464844,110,188,78,0.01277,53,157
1988,125158978,0,4,0.125,127,163,36,0.014072,53,157
1994,150147167,3,4,0.02734375,119,168,49,0.016301,52,181
1995,142169696,4,4,0.032226563,113,113,0,0.016789,41,217
1988,125159243,2,4,0,116,148,32,0.016993,53,157
1997,150159289,3,4,0.083236694,105,164,59,0.01768,41,197
1996,145120429,0,4,0.044921875,98,124,26,0.017908,46,155
1988,125159274,3,4,0,105,163,58,0.018433,53,157
1997,150159271,5,4,0.074737549,123,162,39,0.01956,41,197
1996,145120455,3,4,0.040802002,101,156,55,0.019637,46,155
1987,125158853,0,4,0.0625,125,165,40,0.019906,58,187
1985,125160197,0,4,0,123,167,44,0.020058,71,214
1988,125158917,0,4,0.03515625,106,179,73,0.021823,53,157
2003,146130789,6,4,0.10655117,107,155,48,0.022483,27,105
1985,125160204,0,4,0,101,101,0,0.022735,71,214
1985,125160179,0,4,0,123,152,29,0.023135,71,214
1987,125159230,0,4,0,108,173,65,0.023211,58,187
1996,143173553,4,4,0,112,157,45,0.023731,46,155
1994,150156911,3,4,0.02734375,103,164,61,0.023743,52,181
1985,125160244,5,4,0,94,156,62,0.024087,71,214
1994,150156902,0,4,0.14855957,122,122,0,0.024249,52,181
1988,125159150,2,4,0.15625,110,139,29,0.024469,53,157
1998,146164145,0,4,0.110004425,127,127,0,0.025098,31,130
1988,125158953,5,4,0,109,192,83,0.026307,53,157
2000,145162225,3,4,0.013427734,108,156,48,0.026925,15,69
2000,145162315,1,4,0.093849182,109,109,0,0.028096,15,69
1981,120130529,4,4,0,84,161,77,0.028465,19,79
1981,120130604,4,4,0,102,163,61,0.029606,19,79
1995,145120621,0,4,0.14855957,101,166,65,0.030544,41,217
1988,125158938,2,4,0,103,162,59,0.031284,53,157
2005,172168084,6,4,0,97,165,68,0.03503,27,151
2008,176124629,3,4,0,102,160,58,0.058876,33,114
2008,176124552,5,4,0.049155414,98,139,41,0.063319,33,114
1995,142169677,6,4,0.006469727,100,137,37,0.009296,41,217
1997,146164001,4,4,0.051055908,120,156,36,0.009395,41,197
1986,125160290,1,4,0,140,165,25,0.010271,61,155
1996,145120406,1,4,0.139297485,115,160,45,0.011456,46,155
1986,125160291,2,4,0,126,151,25,0.012319,61,155
1986,125160279,1,4,0,101,190,89,0.016685,61,155
1985,125160216,2,4,0,109,163,54,0.016752,71,214
1995,145120644,4,4,0.006469727,103,141,38,0.018006,41,217
1998,146164182,1,4,0.06678772,115,149,34,0.018225,31,130
1985,125160177,3,4,0,112,155,43,0.019281,71,214
1997,150159244,1,4,0,125,163,38,0.019286,41,197
1996,143173318,1,4,0,104,180,76,0.019294,46,155
1985,125160194,1,4,0,100,143,43,0.019709,71,214
1995,142169630,5,4,0.211364746,103,140,37,0.019824,41,217
2006,176124151,2,4,0.067552209,136,136,0,0.020515,34,89
1994,150147165,3,4,0.02734375,107,144,37,0.021956,52,181
1996,143173570,1,4,0,103,137,34,0.023128,46,155
2009,176124868,4,4,0.112075567,113,155,42,0.024266,22,83
2001,145162402,3,4,0.071974277,101,168,67,0.02436,11,71
1996,143173306,1,4,0.048858643,106,148,42,0.025579,46,155
2001,146130301,3,4,0.074457169,97,172,75,0.026065,11,71
1986,125158763,2,4,0,99,170,71,0.026144,61,155
1996,143173551,2,4,0.152160645,115,149,34,0.027309,46,155
2009,176124883,4,4,0.066262179,114,158,44,0.03043,22,83
2005,172168057,6,4,0.080468178,93,136,43,0.030559,27,151
1993,142169559,3,4,0,102,185,83,0.031178,42,163
2009,196195812,4,4,0,105,141,36,0.032215,22,83
2009,176124872,4,4,0,107,169,62,0.036388,22,83
1993,142169558,2,4,0,103,173,70,0.038114,42,163
1989,125159412,3,4,0.015625,108,161,53,0.046579,4,20
2004,146130794,7,4,0.033618927,114,178,64,0.05323,16,86
2008,176124650,3,4,0.045740783,98,170,72,0.06417,33,114
1988,125159363,1,5,0,117,143,26,0.005927,53,157
1996,142169677,3,5,0.006469727,106,143,37,0.009296,46,155
1998,146164001,2,5,0.051055908,96,144,48,0.009395,31,130
1987,125160290,0,5,0,134,134,0,0.010271,58,187
1988,125159381,1,5,0,115,191,76,0.011293,53,157
1998,145120406,0,5,0.139297485,125,125,0,0.011456,31,130
1987,125160291,0,5,0,117,143,26,0.012319,58,187
1988,125159355,1,5,0,103,179,76,0.013365,53,157
1988,125159398,0,5,0.0078125,137,165,28,0.013436,53,157
1988,125158869,1,5,0,115,186,71,0.016449,53,157
1988,125160279,0,5,0,102,153,51,0.016685,53,157
1988,125160216,3,5,0,119,151,32,0.016752,53,157
1996,145120644,2,5,0.006469727,102,156,54,0.018006,46,155
2002,146164182,2,5,0.06678772,110,142,32,0.018225,26,102
1987,125160177,0,5,0,142,178,36,0.019281,58,187
2000,150159244,0,5,0,98,172,74,0.019286,15,69
1997,143173318,6,5,0,104,179,75,0.019294,41,197
1986,125160194,4,5,0,99,145,46,0.019709,61,155
1997,142169630,3,5,0.211364746,109,163,54,0.019824,41,197
1988,125158900,1,5,0,141,141,0,0.020031,53,157
2007,176124151,6,5,0.067552209,92,183,91,0.020515,20,93
1988,125159207,2,5,0.25,148,148,0,0.02127,53,157
1995,150147165,6,5,0.02734375,108,139,31,0.021956,41,217
1997,143173570,5,5,0,102,163,61,0.023128,41,197
2005,176124111,10,5,0,100,189,89,0.023516,27,151
2010,176124868,7,5,0.112075567,88,161,73,0.024266,32,191
2002,145162402,0,5,0.071974277,126,157,31,0.02436,26,102
1997,143173306,4,5,0.048858643,110,200,90,0.025579,41,197
2003,146130301,4,5,0.074457169,104,168,64,0.026065,27,105
1987,125158763,0,5,0,109,173,64,0.026144,58,187
1997,143173551,0,5,0.152160645,109,193,84,0.027309,41,197
2010,176124883,2,5,0.066262179,97,157,60,0.03043,32,191
2006,172168057,2,5,0.080468178,123,151,28,0.030559,34,89
1996,142169559,3,5,0,103,149,46,0.031178,46,155
2010,176124872,8,5,0,91,162,71,0.036388,32,191
1994,142169558,1,5,0,105,161,56,0.038114,52,181
1990,125159412,3,5,0.015625,80,80,0,0.046579,10,69
2008,146130794,2,5,0.033618927,121,169,48,0.05323,33,114
2010,176124650,7,5,0.045740783,80,154,74,0.06417,32,191
1997,145120406,1,5,0.139297485,116,116,0,0.011456,41,197
1986,125160216,0,5,0,115,142,27,0.016752,61,155
1999,146164182,2,5,0.06678772,126,164,38,0.018225,14,60
2000,146164182,2,5,0.06678772,103,143,40,0.018225,15,69
2001,146164182,5,5,0.06678772,119,156,37,0.018225,11,71
1986,125160177,1,5,0,132,160,28,0.019281,61,155
1999,150159244,1,5,0,123,188,65,0.019286,14,60
1998,150159244,3,5,0,90,173,83,0.019286,31,130
1996,142169630,2,5,0.211364746,102,144,42,0.019824,46,155
2002,146130301,4,5,0.074457169,103,177,74,0.026065,26,102
1994,142169559,5,5,0,103,145,42,0.031178,52,181
1995,142169559,6,5,0,101,139,38,0.031178,41,217
2010,196195812,7,5,0,85,133,48,0.032215,32,191
2005,146130794,8,5,0.033618927,99,173,74,0.05323,27,151
2009,176124650,2,5,0.045740783,106,144,38,0.06417,22,83
