"","site","stream","month","day","year","latitude","longitude","huc4","fish_sampled_length_m","prosper_ma","MJJA_HIST","BFICat","ICI_v2_1","wet_dry","wet_dry_01","wet_wetdry_dry","fish_presence","richness","evenness","abundance","abundance_per_m","bg_rel_abund","blbh_rel_abund","brmn_rel_abund","brsb_rel_abund","carp_rel_abund","ccat_rel_abund","cmsh_rel_abund","crch_rel_abund","fhch_rel_abund","fhmn_rel_abund","ge_rel_abund","gsh_rel_abund","gsun_rel_abund","iowa_rel_abund","jdt_rel_abund","lkch_rel_abund","ll_rel_abund","lmb_rel_abund","lndc_rel_abund","lnsu_rel_abund","np_rel_abund","odt_rel_abund","pkf_rel_abund","plsu_rel_abund","ptmn_rel_abund","pump_rel_abund","rcsu_rel_abund","rdsh_rel_abund","rkb_rel_abund","scat_rel_abund","sdsh_rel_abund","shrh_rel_abund","smb_rel_abund","smbuf_rel_abund","str_rel_abund","we_rel_abund","wsmn_rel_abund","wsplmn_rel_abund","wsu_rel_abund","ylbh_rel_abund","yp_rel_abund"
"50","CR8-1","Crow Creek",8,30,2023,41.14251,-104.85119,"1019",260,0.789545458,6.72617388,58,0.503037950408055,"Wet",1,"Wet",1,7,0.17647237,475,1.826923077,NA,NA,NA,NA,NA,NA,0.309473684,0.214736842,NA,0.141052632,NA,NA,NA,NA,0.233684211,NA,NA,NA,0.025263158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031578947,NA,NA,NA,0.044210526,NA,NA
"51","CR9","Crow Creek",7,6,2023,41.1569,-104.8749,"1019",260,0.792533322,6.49862337,58,0.769548054812167,"Wet",1,"Wet",1,6,0.18346972,548,2.107692308,NA,NA,NA,NA,NA,NA,0.560218978,0.191605839,NA,0.054744526,NA,NA,NA,NA,0.078467153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080291971,NA,NA,NA,0.034671533,NA,NA
"52","HW1","Hanging Woman Creek",8,2,2023,45.31999,-106.5171,"1009",260,0.734006065,37.69274139,55.2837,0.844323280138591,"Wet",1,"Wet",1,7,0.08535981,521,2.003846154,NA,NA,NA,NA,0.013435701,NA,NA,NA,NA,NA,NA,0.314779271,0.001919386,NA,NA,NA,NA,NA,NA,NA,0.001919386,NA,NA,NA,NA,0.341650672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017274472,NA,0.309021113
"53","HW2","Hanging Woman Creek",8,2,2023,45.29754,-106.50551,"1009",260,0.722666668,37.41112518,51.8868,0.822153785036194,"Wet",1,"Wet",1,4,0.27396649,11,0.042307692,NA,NA,NA,NA,0.181818182,NA,NA,NA,NA,0.363636364,NA,0.363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","HW3","Hanging Woman Creek",9,17,2023,45.25106,-106.48938,"1009",260,0.720751526,30.11097145,55.9271,0.813587512712323,"Wet",1,"Wet",1,5,0.1431834,187,0.719230769,NA,NA,0.026737968,NA,0.037433155,NA,NA,NA,NA,0.663101604,NA,NA,0.213903743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058823529,NA,NA
"55","HW5","Hanging Woman Creek",9,16,2023,45.15095,-106.47965,"1009",200,0.681909086,26.30033302,58,0.835744801257329,"Wet",1,"Wet",1,6,0.11714407,156,0.78,NA,0.006410256,0.416666667,NA,0.038461538,NA,NA,NA,NA,0.230769231,NA,NA,0.269230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038461538,NA,NA
"56","HW6","Hanging Woman Creek",9,16,2023,45.14617,-106.4858,"1009",260,0.681581825,26.30033302,58,0.835744801257329,"Wet",1,"Wet",1,4,0.17724974,150,0.576923077,NA,NA,0.56,NA,0.04,NA,NA,NA,NA,0.26,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","HW7","Hanging Woman Creek",8,3,2023,44.99619,-106.41958,"1009",260,0.577321217,3.74658537,54.8061,0.830066204800494,"Wet",1,"Wet",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","HW8","Hanging Woman Creek",8,3,2023,44.95777,-106.3845,"1009",260,0.505199998,2.25754547,55.7904,0.840811869399634,"Dry",0,"WetDry",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","HW9","Hanging Woman Creek",NA,NA,2023,44.89429,-106.33282,"1009",260,0.381787875,1.03410113,55.9487,0.854838929762606,"Dry",0,"Dry",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","LP1","Lodgepole Creek",NA,NA,2023,41.19284,-104.07657,"1019",260,0.725151517,31.62687302,68.2066,0.22915528090248,"Dry",0,"Dry",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","LP1-2","Lodgepole Creek",NA,NA,2023,41.15685,-104.20232,"1019",260,0.712145459,16.64577293,67.76,0.281931153006729,"Dry",0,"Dry",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","LP2","Lodgepole Creek",8,15,2023,41.23016,-104.39445,"1019",260,0.763145454,13.58662128,64.8482,0.464267808179694,"Wet",1,"Wet",1,6,0.09129939,673,2.588461538,NA,NA,NA,NA,NA,NA,0.008915305,0.200594354,NA,0.017830609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493313522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276374443,NA,NA,NA,0.002971768,NA,NA
"63","LP3","Lodgepole Creek",8,14,2023,41.2342,-104.43405,"1019",260,0.763915149,13.58662128,64.8482,0.464267808179694,"Wet",1,"Wet",1,5,0.11031182,209,0.803846154,NA,NA,0.301435407,NA,NA,NA,NA,0.009569378,NA,0.622009569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04784689,0.019138756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","LP4","Lodgepole Creek",6,19,2023,41.24006,-104.45514,"1019",260,0.758684848,13.58662128,64.8482,0.464267808179694,"Dry",0,"WetDry",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","LP5","Lodgepole Creek",6,22,2023,41.24014,-104.46549,"1019",260,0.764527258,13.58662128,64.8482,0.464267808179694,"Wet",1,"Wet",1,4,0.22373657,16,0.061538462,NA,NA,NA,NA,NA,NA,NA,0.142857143,NA,0.071428571,NA,NA,NA,0.214285714,NA,NA,NA,NA,NA,NA,NA,0.571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","LP6","Lodgepole Creek",6,29,2023,41.23969,-104.4767,"1019",260,0.76750909,13.58662128,64.8482,0.464267808179694,"Wet",1,"Wet",1,6,0.2122927,109,0.419230769,NA,NA,NA,NA,NA,NA,NA,0.091743119,NA,0.04587156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165137615,0.100917431,NA,0.073394495,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52293578,NA,NA,NA,NA,NA,NA
"67","LP7","Lodgepole Creek",6,28,2023,41.24047,-104.48567,"1019",260,0.763412111,13.58662128,64.8482,0.464267808179694,"Wet",1,"Wet",1,7,0.09923148,347,1.334615385,NA,NA,NA,NA,NA,NA,0.066282421,0.16426513,NA,0.616714697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002881844,0.002881844,NA,0.129682997,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017291066,NA,NA,NA,NA,NA,NA
"68","LP8","Lodgepole Creek",8,17,2023,41.24015,-104.48809,"1019",260,0.766078794,13.58662128,64.8482,0.464267808179694,"Dry",0,"WetDry",1,5,0.08949459,237,0.911538462,NA,NA,NA,NA,NA,NA,NA,0.717299578,NA,0.016877637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004219409,NA,NA,0.257383966,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004219409,NA,NA,NA,NA,NA,NA
"69","MGL2","Muddy Creek (Glendo)",7,10,2023,42.59949,-104.93953,"1018",100,0.697042416,1.04987621,52,0.386363354337666,"Wet",1,"Wet",1,1,NA,1,0.01,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","MGL3","Muddy Creek (Glendo)",8,21,2023,42.62274,-104.92633,"1018",260,0.67423031,0.96549076,51.1603,0.785813766158002,"Wet",1,"Wet",1,3,0.26991476,116,0.446153846,NA,NA,NA,NA,0.129310345,NA,NA,NA,NA,0.525862069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344827586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","MGL5","Muddy Creek (Glendo)",8,22,2023,42.65612,-104.83703,"1018",260,0.655690899,0.8229143,52,0.863331198629278,"Wet",1,"Wet",1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","MGL6","Muddy Creek (Glendo)",8,23,2023,42.65367,-104.82366,"1018",260,0.646478796,0.8229143,52,0.863331198629278,"Dry",0,"WetDry",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","MGL7","Muddy Creek (Glendo)",NA,NA,2023,42.72726,-104.72559,"1018",260,0.42,0.13981472,52.6514,0.804371657703671,"Dry",0,"Dry",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","MLP0","Muddy Creek (LP)",NA,NA,2023,41.15595,-104.09061,"1019",260,0.63996364,14.38995934,67.9105,0.303194032937769,"Dry",0,"Dry",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","MLP1","Muddy Creek (LP)",NA,NA,2023,41.11699,-104.11191,"1019",260,0.644963633,14.38995934,67.9105,0.303194032937769,"Dry",0,"Dry",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","MLP1-2","Muddy Creek (LP)",6,21,2023,41.09706,-104.13492,"1019",260,0.661581811,4.25043058,67.4127,0.346428411558055,"Wet",1,"Wet",1,1,NA,1,0.003846154,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","MLP2","Muddy Creek (LP)",6,20,2023,41.10106,-104.15552,"1019",260,0.681351508,4.25043058,67.4127,0.346428411558055,"Wet",1,"Wet",1,2,0.13087033,24,0.092307692,NA,NA,NA,NA,NA,NA,NA,0.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.916666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","MLP3","Muddy Creek (LP)",8,8,2023,41.12196,-104.21717,"1019",260,0.673454539,3.9744339,65.0334,0.316953867904315,"Wet",1,"Wet",1,6,0.1374183,337,1.296153846,NA,NA,0.068249258,NA,NA,NA,NA,0.712166172,NA,0.074183976,NA,NA,NA,NA,NA,NA,NA,NA,0.106824926,NA,NA,NA,0.020771513,NA,0.017804154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","MLP4","Muddy Creek (LP)",8,16,2023,41.13206,-104.25468,"1019",260,0.665496972,3.9744339,65.0334,0.316953867904315,"Wet",1,"Wet",1,9,0.11221345,387,1.488461538,NA,NA,0.054263566,NA,NA,NA,NA,0.542635659,NA,0.012919897,NA,NA,NA,0.010335917,NA,NA,NA,0.012919897,0.173126615,NA,NA,NA,0.067183463,NA,0.124031008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002583979,NA,NA
"80","MLP5","Muddy Creek (LP)",8,7,2023,41.13569,-104.2756,"1019",180,0.667012128,1.46871972,65.6024,0.359796767600643,"Wet",1,"Wet",1,8,0.12221512,187,1.038888889,0.005434783,NA,0.092391304,NA,NA,NA,NA,0.630434783,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005434783,0.168478261,NA,NA,NA,0.016304348,NA,0.048913043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032608696,NA,NA
"81","MLP6","Muddy Creek (LP)",6,26,2023,41.14143,-104.32197,"1019",260,0.639339389,0.55402839,65.9133,0.410960915708442,"Wet",1,"Wet",1,3,0.09450284,186,0.715384615,NA,NA,NA,NA,NA,NA,NA,0.806451613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182795699,NA,0.010752688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","MLP7","Muddy Creek (LP)",6,27,2023,41.1437,-104.3402,"1019",260,0.581872731,0.55402839,65.9133,0.410960915708442,"Wet",1,"Wet",1,1,NA,84,0.323076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","MLP8","Muddy Creek (LP)",NA,NA,2023,41.15125873,-104.4017659,"1019",260,0.221830306,0.08300376,65.5249,0.820336914844968,"Dry",0,"Dry",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","PD1","Prairie Dog Creek",9,15,2023,44.98466,-106.83976,"1009",260,0.451072732,31.71461868,60.6239,0.421133112730128,"Wet",1,"Wet",1,3,1,3,0.011538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333,NA,NA
"85","PD2","Prairie Dog Creek",9,15,2023,44.96665,-106.83718,"1009",260,0.842151508,31.71461868,60.6239,0.421133112730128,"Wet",1,"Wet",1,3,0.31823195,5,0.019230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA
"86","PD3","Prairie Dog Creek",9,15,2023,44.94249,-106.8562,"1009",260,0.845193933,28.77975845,63.0327,0.550836292407476,"Wet",1,"Wet",1,4,0.30838593,10,0.038461538,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA
"87","PD4","Prairie Dog Creek",8,1,2023,44.70591,-106.85977,"1009",260,0.721599994,5.31946659,63,0.501307034984077,"Wet",1,"Wet",1,3,0.14691911,17,0.065384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058823529,NA,0.823529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117647059,NA,NA
"88","PD5","Prairie Dog Creek",7,31,2023,44.70353,-106.8548,"1009",260,0.708521204,4.22664452,63,0.467396389198626,"Wet",1,"Wet",1,2,0.1424434,10,0.038461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","PD6","Prairie Dog Creek",9,18,2023,44.66084,-106.83753,"1009",260,0.70095758,3.50980473,62.5685,0.491741027599875,"Wet",1,"Wet",1,5,0.25513875,12,0.046153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083333333,NA,0.333333333,0.083333333,NA,NA,NA,0.416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083333333,NA,NA
"90","PD7","Prairie Dog Creek",8,1,2023,44.6231,-106.84367,"1009",260,0.618466665,1.36110616,61.0884,0.499651268863195,"Wet",1,"Wet",1,1,NA,1,0.003846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","RC1","Richeau Creek",7,24,2023,41.87839,-104.839,"1018",260,0.584042419,11.60043812,63.9078,0.441213226517365,"Wet",1,"Wet",1,4,0.13183272,103,0.396153846,NA,NA,NA,NA,NA,NA,NA,0.699029126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067961165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213592233,NA,NA,NA,0.019417476,NA,NA
"92","RC2","Richeau Creek",7,25,2023,41.86601,-104.84965,"1018",260,0.592430303,10.97392845,63.9779,0.743588784832822,"Dry",0,"WetDry",1,1,NA,9,0.034615385,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","RC3","Richeau Creek",7,25,2023,41.86373,-104.85284,"1018",260,0.514442422,10.97392845,63.9779,0.743588784832822,"Dry",0,"WetDry",1,4,0.33249949,198,0.761538462,NA,NA,NA,NA,NA,NA,NA,0.388888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121212121,NA,NA,NA,0.323232323,NA,NA
"94","RC4","Richeau Creek",9,8,2023,41.8276,-104.91803,"1018",260,0.561290915,8.71718502,62.5556,0.856374164409952,"Wet",1,"Wet",1,6,0.1487267,414,1.592307692,NA,NA,NA,NA,NA,NA,NA,0.628019324,NA,0.089371981,NA,NA,NA,NA,NA,NA,NA,NA,0.033816425,NA,NA,NA,NA,NA,0.033816425,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188405797,NA,NA,NA,0.026570048,NA,NA
"95","E1","Pumpkin Creek",8,3,2023,46.25003,-105.75252,"1009",220,0.700957567,47.82262802,22.294,0.559775935323458,"Wet",1,"Wet",1,13,0.15446125,127,0.577272727,NA,NA,0.047244094,NA,0.125984252,0.015748031,NA,NA,NA,NA,0.007874016,0.031496063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023622047,0.031496063,NA,NA,0.031496063,0.133858268,0.007874016,NA,0.007874016,NA,0.023622047,NA,0.511811024,NA,NA,NA
"96","E2","Pumpkin Creek",7,31,2023,46.21931,-105.66625,"1009",270,0.695042431,47.06578827,21.1005,0.543728174060432,"Wet",1,"Wet",1,13,0.12619184,251,0.92962963,NA,NA,0.027888446,NA,0.007968127,NA,NA,0.011952191,0.067729084,0.278884462,NA,NA,0.171314741,NA,NA,NA,NA,NA,0.019920319,NA,NA,NA,0.027888446,NA,NA,NA,0.003984064,NA,NA,NA,0.358565737,NA,NA,NA,NA,NA,0.015936255,NA,0.003984064,0.003984064,NA
"97","E2.5","Pumpkin Creek",8,2,2023,46.20432,-105.64584,"1009",270,0.66704242,43.48041916,22.346,0.465660787476268,"Dry",0,"WetDry",1,4,0.76299216,18,0.066666667,NA,NA,NA,NA,0.277777778,NA,NA,NA,NA,0.277777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222222222,NA,NA,NA,NA,NA,NA,NA,0.222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","E3","Pumpkin Creek",8,2,2023,46.05303,-105.57008,"1009",210,0.701490906,33.69603729,26,0.784010097765609,"Wet",1,"Wet",1,4,0.43891193,6,0.028571429,NA,NA,NA,NA,0.166666667,NA,NA,0.333333333,NA,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","E4","Pumpkin Creek",8,2,2023,45.93171,-105.64672,"1009",260,0.695406068,29.05254364,27.2113,0.805906034948574,"Dry",0,"WetDry",1,1,NA,10,0.038461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","E5","Pumpkin Creek",8,2,2023,45.71198,-105.73603,"1009",260,0.660575762,10.80870438,32.9143,0.7734400549228,"Wet",1,"Wet",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
